Day,MoveSpeed,MaxEnergy,Size,SensorProbability,SensorSize,WarningRange,EntityID
100,3,87,1.295234,0.9449904,20.0316,10.0316,385
100,1,97,0.8316388,0.5064381,16.16766,6.167658,388
100,1,98,0.9681512,0.6892249,18.62805,8.628054,391
100,1,101,1.020012,0.06088591,19.44969,9.449694,394
100,4,104,0.8897695,0.3967413,16.07474,6.074741,397
100,2,109,1.216527,0.6327526,19.9661,9.966101,400
100,5,108,1.180495,0.3116634,24.39292,14.39292,403
100,1,92,0.8794447,0.6293675,15.80111,5.801106,406
100,4,107,0.8029704,0.208676,23.54597,13.54597,409
100,2,81,1.163714,0.4606126,20.99585,10.99585,412
100,5,105,0.7581803,0.8428369,20.7084,10.7084,415
100,5,82,0.9157046,0.7900363,21.35893,11.35893,418
100,3,84,0.9207046,0.6898858,24.95364,14.95364,421
100,3,89,0.7011049,0.6658846,17.03176,7.031765,424
100,2,113,1.217836,0.1119692,19.33019,9.330187,427
100,4,116,0.980436,0.4103789,19.91859,9.918592,430
100,5,105,1.091673,0.9140425,23.07679,13.07679,433
100,3,87,1.120561,0.2672223,23.55993,13.55993,436
100,1,102,1.005551,0.3211108,16.82992,6.829916,343
100,4,97,0.9281592,0.9299446,23.05806,13.05806,346
100,2,107,1.267667,0.2675217,22.80949,12.80949,349
100,1,86,0.9327673,0.4536055,15.64077,5.640765,352
100,1,80,1.229683,0.8825723,17.7248,7.724798,355
100,5,101,1.048853,0.4525557,18.22819,8.228186,358
100,1,107,1.229436,0.168056,24.83366,14.83366,361
100,3,100,0.8412755,0.7168768,20.03026,10.03026,364
100,2,85,0.9120744,0.05332196,16.15705,6.157053,367
100,1,98,1.007354,0.04947853,22.43121,12.43121,370
100,2,114,1.320847,0.7591342,15.02511,5.02511,373
100,3,118,0.8663098,0.4063017,23.23763,13.23763,376
100,5,90,1.091618,0.3255361,17.95457,7.954572,379
100,4,98,1.192396,0.5978432,23.09271,13.09271,382
100,1,117,1.309165,0.6362796,16.56848,6.56848,287
100,5,99,0.8014151,0.4769282,23.94998,13.94998,292
100,2,90,1.129835,0.8767083,19.58149,9.581492,295
