Day,MoveSpeed,MaxEnergy,Size,SensorProbability,SensorSize,WarningRange,EntityID
100,5,101,1.217037,0.1600659,24.62696,14.62696,134
100,4,85,1.019917,0.788962,15.66051,5.660511,139
100,3,108,1.118951,0.4964259,19.69356,9.693558,142
100,5,106,1.070263,0.4356317,17.15209,7.152092,145
100,4,85,0.9936836,0.1994061,23.93188,13.93188,148
100,3,115,0.6501863,0.8213001,24.88236,14.88236,151
100,1,104,0.6839851,0.5395007,24.24548,14.24548,154
100,4,116,0.8343725,0.8157517,22.35518,12.35518,157
100,5,114,1.122756,0.877069,21.13385,11.13385,160
100,4,111,1.159872,0.9605794,21.18256,11.18256,163
100,2,99,1.254685,0.3913218,17.1801,7.180095,166
100,2,115,0.709392,0.6582254,17.49829,7.498287,169
100,5,81,0.8689215,0.0170114,24.61132,14.61132,237
100,2,81,1.035849,0.09429657,16.9585,6.958495,240
100,4,98,0.9252378,0.1995808,21.18133,11.18133,243
100,5,105,0.9398056,0.3576012,19.07335,9.073353,246
100,2,97,1.175693,0.2806909,18.60551,8.605515,249
100,5,112,1.274466,0.8469945,16.42657,6.426568,252
100,1,94,0.6930445,0.3676265,22.32487,12.32487,255
100,2,110,1.2684,0.5735207,19.50243,9.50243,258
200,5,101,1.455994,0.1600659,24.62696,14.62696,134
200,4,85,1.177647,0.788962,15.66051,5.660511,139
200,3,108,1.322443,0.4964259,19.69356,9.693558,142
200,5,106,1.2649,0.4356317,17.15209,7.152092,145
200,4,85,1.186377,0.1994061,23.93188,13.93188,148
200,3,115,0.7507372,0.8213001,24.88236,14.88236,151
200,1,104,0.7994504,0.5395007,24.24548,14.24548,154
200,4,116,0.9634078,0.8157517,22.35518,12.35518,157
200,5,114,1.279067,0.877069,21.13385,11.13385,160
200,4,111,1.32135,0.9605794,21.18256,11.18256,163
200,2,99,1.482861,0.3913218,17.1801,7.180095,166
200,2,115,0.8291463,0.6582254,17.49829,7.498287,169
200,5,81,1.039528,0.0170114,24.61132,14.61132,237
200,2,81,1.239231,0.09429657,16.9585,6.958495,240
200,4,98,1.104658,0.1995808,21.18133,11.18133,243
200,5,105,1.110718,0.3576012,19.07335,9.073353,246
200,2,97,1.403681,0.2806909,18.60551,8.605515,249
200,5,112,1.451899,0.8469945,16.42657,6.426568,252
200,1,94,0.8190815,0.3676265,22.32487,12.32487,255
200,2,110,1.482522,0.5735207,19.50243,9.50243,258
300,5,101,1.466646,0.1600659,24.62696,14.62696,134
300,4,85,1.177647,0.788962,15.66051,5.660511,139
300,3,108,1.322443,0.4964259,19.69356,9.693558,142
300,5,106,1.2649,0.4356317,17.15209,7.152092,145
300,4,85,1.186377,0.1994061,23.93188,13.93188,148
300,3,115,0.7507372,0.8213001,24.88236,14.88236,151
300,1,104,0.7994504,0.5395007,24.24548,14.24548,154
300,4,116,0.9634078,0.8157517,22.35518,12.35518,157
300,5,114,1.279067,0.877069,21.13385,11.13385,160
300,4,111,1.32135,0.9605794,21.18256,11.18256,163
300,2,99,1.482861,0.3913218,17.1801,7.180095,166
300,2,115,0.8291463,0.6582254,17.49829,7.498287,169
300,5,81,1.047133,0.0170114,24.61132,14.61132,237
300,2,81,1.248297,0.09429657,16.9585,6.958495,240
300,4,98,1.104658,0.1995808,21.18133,11.18133,243
300,5,105,1.110718,0.3576012,19.07335,9.073353,246
300,2,97,1.403681,0.2806909,18.60551,8.605515,249
300,5,112,1.451899,0.8469945,16.42657,6.426568,252
300,1,94,0.8190815,0.3676265,22.32487,12.32487,255
300,2,110,1.482522,0.5735207,19.50243,9.50243,258
300,5,112,1.120657,0.8469945,16.42657,6.426568,385
300,5,114,0.9872559,0.877069,21.13385,11.13385,137
300,4,111,1.019893,0.9605794,21.18256,11.18256,382
300,3,115,0.5611964,0.8213001,24.88236,14.88236,391
300,2,99,1.047015,0.3913218,17.1801,7.180095,412
300,4,85,0.8803229,0.788962,15.66051,5.660511,378
300,2,115,0.6017406,0.6582254,17.49829,7.498287,400
300,2,110,1.075918,0.5735207,19.50243,9.50243,403
300,1,104,0.5801892,0.5395007,24.24548,14.24548,380
300,3,108,0.9337471,0.4964259,19.69356,9.693558,389
300,5,106,0.8931174,0.4356317,17.15209,7.152092,409
300,2,99,1.047015,0.3913218,17.1801,7.180095,415
300,5,105,0.784253,0.3576012,19.07335,9.073353,418
300,5,105,0.784253,0.3576012,19.07335,9.073353,421
300,1,94,0.5783348,0.3676265,22.32487,12.32487,424
300,1,94,0.5783348,0.3676265,22.32487,12.32487,427
300,4,85,0.8166825,0.1994061,23.93188,13.93188,394
300,4,85,0.8166825,0.1994061,23.93188,13.93188,430
300,4,98,0.7604287,0.1995808,21.18133,11.18133,433
300,4,98,0.7604287,0.1995808,21.18133,11.18133,436
300,2,97,0.9662712,0.2806909,18.60551,8.605515,439
300,2,97,0.9662712,0.2806909,18.60551,8.605515,442
300,5,101,0.9859259,0.1600659,24.62696,14.62696,395
300,5,101,0.9859259,0.1600659,24.62696,14.62696,448
300,5,81,0.7039162,0.0170114,24.61132,14.61132,451
300,5,81,0.7039162,0.0170114,24.61132,14.61132,454
300,2,81,0.8391449,0.09429657,16.9585,6.958495,457
300,2,81,0.8391449,0.09429657,16.9585,6.958495,460
400,5,101,1.466646,0.1600659,24.62696,14.62696,134
400,4,85,1.177647,0.788962,15.66051,5.660511,139
400,3,108,1.322443,0.4964259,19.69356,9.693558,142
400,5,106,1.2649,0.4356317,17.15209,7.152092,145
400,4,85,1.186377,0.1994061,23.93188,13.93188,148
400,3,115,0.7507372,0.8213001,24.88236,14.88236,151
400,1,104,0.7994504,0.5395007,24.24548,14.24548,154
400,4,116,0.9634078,0.8157517,22.35518,12.35518,157
400,5,114,1.279067,0.877069,21.13385,11.13385,160
400,4,111,1.32135,0.9605794,21.18256,11.18256,163
400,2,99,1.482861,0.3913218,17.1801,7.180095,166
400,2,115,0.8291463,0.6582254,17.49829,7.498287,169
400,5,81,1.047133,0.0170114,24.61132,14.61132,237
400,2,81,1.248297,0.09429657,16.9585,6.958495,240
400,4,98,1.104658,0.1995808,21.18133,11.18133,243
400,5,105,1.110718,0.3576012,19.07335,9.073353,246
400,2,97,1.403681,0.2806909,18.60551,8.605515,249
400,5,112,1.451899,0.8469945,16.42657,6.426568,252
400,1,94,0.8190815,0.3676265,22.32487,12.32487,255
400,2,110,1.482522,0.5735207,19.50243,9.50243,258
400,5,112,1.435819,0.8469945,16.42657,6.426568,385
400,5,114,1.264902,0.877069,21.13385,11.13385,137
400,4,111,1.306717,0.9605794,21.18256,11.18256,382
400,5,106,1.126502,0.4356317,17.15209,7.152092,409
400,2,99,1.320615,0.3913218,17.1801,7.180095,412
400,3,108,1.177749,0.4964259,19.69356,9.693558,389
400,4,98,0.7791864,0.1995808,21.18133,11.18133,508
400,2,110,1.363853,0.5735207,19.50243,9.50243,403
400,4,85,0.8368278,0.1994061,23.93188,13.93188,437
400,4,85,0.8368278,0.1994061,23.93188,13.93188,502
400,4,98,0.7791864,0.1995808,21.18133,11.18133,505
400,2,99,1.320615,0.3913218,17.1801,7.180095,415
400,1,94,0.5929163,0.3676265,22.32487,12.32487,496
400,5,105,0.98919,0.3576012,19.07335,9.073353,421
400,1,94,0.7294623,0.3676265,22.32487,12.32487,424
400,1,94,0.7294623,0.3676265,22.32487,12.32487,427
400,4,85,1.025156,0.1994061,23.93188,13.93188,394
400,4,85,1.025156,0.1994061,23.93188,13.93188,430
400,4,98,0.9545419,0.1995808,21.18133,11.18133,433
400,2,110,1.10369,0.5735207,19.50243,9.50243,475
400,2,97,1.212929,0.2806909,18.60551,8.605515,439
400,5,105,0.8040262,0.3576012,19.07335,9.073353,490
400,5,101,1.231934,0.1600659,24.62696,14.62696,395
400,5,101,1.231934,0.1600659,24.62696,14.62696,448
400,5,81,0.8795571,0.0170114,24.61132,14.61132,451
400,5,81,0.8795571,0.0170114,24.61132,14.61132,454
400,2,81,1.048528,0.09429657,16.9585,6.958495,457
400,2,81,1.048528,0.09429657,16.9585,6.958495,460
400,5,114,1.014,0.877069,21.13385,11.13385,378
400,4,111,1.047521,0.9605794,21.18256,11.18256,392
400,5,112,1.151015,0.8469945,16.42657,6.426568,398
400,4,85,0.9036296,0.788962,15.66051,5.660511,380
400,3,115,0.5760543,0.8213001,24.88236,14.88236,466
400,1,94,0.5929163,0.3676265,22.32487,12.32487,493
400,2,115,0.617273,0.6582254,17.49829,7.498287,472
400,3,108,0.9572895,0.4964259,19.69356,9.693558,436
400,5,106,0.9156353,0.4356317,17.15209,7.152092,478
400,2,99,1.073413,0.3913218,17.1801,7.180095,481
400,2,99,1.073413,0.3913218,17.1801,7.180095,484
400,5,105,0.8040262,0.3576012,19.07335,9.073353,487
400,2,97,0.9901065,0.2806909,18.60551,8.605515,511
400,2,97,0.9901065,0.2806909,18.60551,8.605515,514
400,5,101,1.009624,0.1600659,24.62696,14.62696,390
400,5,101,1.009624,0.1600659,24.62696,14.62696,419
400,5,81,0.7208355,0.0170114,24.61132,14.61132,443
400,5,81,0.7208355,0.0170114,24.61132,14.61132,470
400,2,81,0.8593146,0.09429657,16.9585,6.958495,517
400,2,81,0.8593146,0.09429657,16.9585,6.958495,520
500,5,101,1.466646,0.1600659,24.62696,14.62696,134
500,4,85,1.177647,0.788962,15.66051,5.660511,139
500,3,108,1.322443,0.4964259,19.69356,9.693558,142
500,5,106,1.2649,0.4356317,17.15209,7.152092,145
500,4,85,1.186377,0.1994061,23.93188,13.93188,148
500,3,115,0.7507372,0.8213001,24.88236,14.88236,151
500,1,104,0.7994504,0.5395007,24.24548,14.24548,154
500,4,116,0.9634078,0.8157517,22.35518,12.35518,157
500,5,114,1.279067,0.877069,21.13385,11.13385,160
500,4,111,1.32135,0.9605794,21.18256,11.18256,163
500,2,99,1.482861,0.3913218,17.1801,7.180095,166
500,2,115,0.8291463,0.6582254,17.49829,7.498287,169
500,5,81,1.047133,0.0170114,24.61132,14.61132,237
500,2,81,1.248297,0.09429657,16.9585,6.958495,240
500,4,98,1.104658,0.1995808,21.18133,11.18133,243
500,5,105,1.110718,0.3576012,19.07335,9.073353,246
500,2,97,1.403681,0.2806909,18.60551,8.605515,249
500,5,112,1.451899,0.8469945,16.42657,6.426568,252
500,1,94,0.8190815,0.3676265,22.32487,12.32487,255
500,2,110,1.482522,0.5735207,19.50243,9.50243,258
500,5,112,1.451899,0.8469945,16.42657,6.426568,385
500,5,114,1.279067,0.877069,21.13385,11.13385,137
500,4,111,1.32135,0.9605794,21.18256,11.18256,382
500,5,106,1.2649,0.4356317,17.15209,7.152092,409
500,2,99,1.482861,0.3913218,17.1801,7.180095,412
500,3,108,1.322443,0.4964259,19.69356,9.693558,389
500,4,98,0.9773468,0.1995808,21.18133,11.18133,508
500,2,110,1.482522,0.5735207,19.50243,9.50243,403
500,4,85,1.049647,0.1994061,23.93188,13.93188,437
500,4,85,1.049647,0.1994061,23.93188,13.93188,502
500,2,99,1.482861,0.3913218,17.1801,7.180095,415
500,1,94,0.7471947,0.3676265,22.32487,12.32487,496
500,5,105,1.110718,0.3576012,19.07335,9.073353,421
500,1,94,0.8190815,0.3676265,22.32487,12.32487,424
500,1,94,0.8190815,0.3676265,22.32487,12.32487,427
500,4,85,1.186377,0.1994061,23.93188,13.93188,394
500,4,85,1.186377,0.1994061,23.93188,13.93188,430
500,4,98,1.104658,0.1995808,21.18133,11.18133,433
500,2,110,1.397628,0.5735207,19.50243,9.50243,475
500,2,97,1.403681,0.2806909,18.60551,8.605515,439
500,5,105,1.013236,0.3576012,19.07335,9.073353,490
500,5,101,1.466646,0.1600659,24.62696,14.62696,395
500,5,101,1.466646,0.1600659,24.62696,14.62696,448
500,5,81,1.047133,0.0170114,24.61132,14.61132,451
500,5,81,1.047133,0.0170114,24.61132,14.61132,454
500,2,81,1.248297,0.09429657,16.9585,6.958495,457
500,2,81,1.248297,0.09429657,16.9585,6.958495,460
500,2,99,1.352718,0.3913218,17.1801,7.180095,484
500,4,111,1.32135,0.9605794,21.18256,11.18256,392
500,5,112,1.451899,0.8469945,16.42657,6.426568,398
500,4,85,1.150092,0.788962,15.66051,5.660511,380
500,2,99,1.352718,0.3913218,17.1801,7.180095,481
500,1,94,0.7471947,0.3676265,22.32487,12.32487,493
500,2,115,0.7816668,0.6582254,17.49829,7.498287,472
500,3,108,1.206379,0.4964259,19.69356,9.693558,436
500,5,106,1.153886,0.4356317,17.15209,7.152092,478
500,5,81,0.7414907,0.0170114,24.61132,14.61132,585
500,2,81,0.8710376,0.09429657,16.9585,6.958495,540
500,2,81,0.8710376,0.09429657,16.9585,6.958495,591
500,5,112,0.9888905,0.8469945,16.42657,6.426568,559
500,5,114,0.8711745,0.877069,21.13385,11.13385,597
500,4,111,0.8999738,0.9605794,21.18256,11.18256,600
500,2,97,1.241907,0.2806909,18.60551,8.605515,511
500,2,97,1.241907,0.2806909,18.60551,8.605515,514
500,5,101,1.260761,0.1600659,24.62696,14.62696,390
500,5,101,1.260761,0.1600659,24.62696,14.62696,419
500,5,81,0.9001387,0.0170114,24.61132,14.61132,443
500,5,81,0.9001387,0.0170114,24.61132,14.61132,470
500,2,81,1.073064,0.09429657,16.9585,6.958495,517
500,2,81,1.073064,0.09429657,16.9585,6.958495,520
500,5,81,0.7414907,0.0170114,24.61132,14.61132,582
500,5,112,1.188004,0.8469945,16.42657,6.426568,527
500,5,114,1.046586,0.877069,21.13385,11.13385,400
500,4,116,0.7624489,0.8157517,22.35518,12.35518,530
500,3,115,0.5941396,0.8213001,24.88236,14.88236,402
500,2,115,0.6360891,0.6582254,17.49829,7.498287,533
500,1,104,0.6133076,0.5395007,24.24548,14.24548,378
500,3,108,0.9859426,0.4964259,19.69356,9.693558,388
500,5,106,0.9430417,0.4356317,17.15209,7.152092,536
500,2,97,1.019064,0.2806909,18.60551,8.605515,576
500,2,99,1.105542,0.3913218,17.1801,7.180095,542
500,5,105,0.828092,0.3576012,19.07335,9.073353,545
500,5,105,0.828092,0.3576012,19.07335,9.073353,548
500,1,94,0.6106632,0.3676265,22.32487,12.32487,551
500,1,94,0.6106632,0.3676265,22.32487,12.32487,554
500,2,110,1.094211,0.5735207,19.50243,9.50243,468
500,4,85,0.8613022,0.1994061,23.93188,13.93188,557
500,4,85,0.8613022,0.1994061,23.93188,13.93188,564
