Day,MoveSpeed,MaxEnergy,Size,SensorProbability,EntityID
200,8.90255,96,0.9150157,0.906233,446
200,5.34153,94,0.7994161,0.1663855,449
200,7.12204,98,0.9362289,0.09006047,452
200,1.78051,98,0.9189969,0.09230745,455
200,5.34153,116,1.067328,0.8100239,458
200,5.34153,98,0.8251104,0.58231,461
200,3.56102,112,1.02655,0.2877125,464
200,7.12204,118,0.8891703,0.5398605,467
200,8.90255,83,1.143865,0.6980225,374
200,8.90255,111,1.051224,0.8927383,377
200,3.56102,97,0.805847,0.02890682,380
200,5.34153,95,1.302123,0.8273481,383
200,3.56102,90,1.174289,0.4456437,386
200,1.78051,119,1.047946,0.06833529,389
200,3.56102,106,1.151913,0.2393755,392
200,1.78051,101,1.208943,0.5743555,395
200,5.34153,93,0.8235321,0.864777,398
200,3.56102,101,0.8479559,0.1575539,401
200,1.78051,104,1.153489,0.2596797,404
200,7.12204,101,1.196186,0.7141752,407
200,8.90255,118,1.468521,0.933032,410
200,5.34153,99,0.9085127,0.3430033,413
200,7.12204,87,0.7671847,0.240507,320
200,1.78051,100,1.335786,0.7126473,323
200,7.12204,96,0.7710001,0.07552898,326
200,1.78051,86,1.384377,0.2420491,329
200,1.78051,110,1.120784,0.7541952,332
200,5.34153,81,0.7674198,0.6905689,335
200,5.34153,85,0.9489559,0.3312855,338
200,5.34153,81,0.929325,0.2555361,341
200,7.12204,87,1.034121,0.3908569,344
200,1.78051,80,1.103055,0.1265026,347
200,7.12204,117,1.11769,0.0136869,350
200,7.12204,119,0.9765467,0.7658552,353
200,8.90255,85,1.258178,0.8895369,356
200,5.34153,83,1.338439,0.190887,359
200,8.90255,101,1.113014,0.5359029,362
200,3.56102,103,1.422024,0.4695646,365
200,7.12204,103,1.225691,0.6614373,368
200,1.78051,97,0.7613523,0.2995898,371
300,5.34153,112,1.186019,0.3535348,416
300,5.34153,118,0.9052796,0.1576813,419
300,3.56102,107,1.071259,0.8812094,422
300,7.12204,118,1.448828,0.5785196,425
300,3.56102,105,1.019024,0.4502546,428
300,1.78051,100,0.913945,0.5610964,431
300,7.12204,107,1.245405,0.3011193,434
300,8.90255,88,1.032575,0.9545159,437
300,8.90255,95,1.213259,0.3751819,440
300,3.56102,98,1.201765,0.7850235,443
300,8.90255,96,0.9150157,0.906233,446
300,5.34153,94,0.7994161,0.1663855,449
300,7.12204,98,0.9362289,0.09006047,452
300,1.78051,98,0.9189969,0.09230745,455
300,5.34153,116,1.067328,0.8100239,458
300,5.34153,98,0.8251104,0.58231,461
300,3.56102,112,1.02655,0.2877125,464
300,7.12204,118,0.8891703,0.5398605,467
300,8.90255,83,1.143865,0.6980225,374
300,8.90255,111,1.051224,0.8927383,377
300,3.56102,97,0.805847,0.02890682,380
300,5.34153,95,1.302123,0.8273481,383
300,3.56102,90,1.174289,0.4456437,386
300,1.78051,119,1.047946,0.06833529,389
300,3.56102,106,1.151913,0.2393755,392
300,1.78051,101,1.208943,0.5743555,395
300,5.34153,93,0.8235321,0.864777,398
300,3.56102,101,0.8479559,0.1575539,401
300,1.78051,104,1.153489,0.2596797,404
300,7.12204,101,1.196186,0.7141752,407
300,8.90255,118,1.468521,0.933032,410
300,5.34153,99,0.9085127,0.3430033,413
300,7.12204,87,0.7671847,0.240507,320
300,1.78051,100,1.335786,0.7126473,323
300,7.12204,96,0.7710001,0.07552898,326
300,1.78051,86,1.384377,0.2420491,329
300,1.78051,110,1.120784,0.7541952,332
300,5.34153,81,0.7674198,0.6905689,335
300,5.34153,85,0.9489559,0.3312855,338
300,5.34153,81,0.929325,0.2555361,341
300,7.12204,87,1.034121,0.3908569,344
300,1.78051,80,1.103055,0.1265026,347
300,7.12204,117,1.11769,0.0136869,350
300,7.12204,119,0.9765467,0.7658552,353
300,8.90255,85,1.258178,0.8895369,356
300,5.34153,83,1.338439,0.190887,359
300,8.90255,101,1.113014,0.5359029,362
300,3.56102,103,1.422024,0.4695646,365
300,7.12204,103,1.225691,0.6614373,368
300,1.78051,97,0.7613523,0.2995898,371
400,5.34153,112,1.186019,0.3535348,416
400,5.34153,118,0.9052796,0.1576813,419
400,3.56102,107,1.071259,0.8812094,422
400,7.12204,118,1.448828,0.5785196,425
400,3.56102,105,1.019024,0.4502546,428
400,1.78051,100,0.913945,0.5610964,431
400,7.12204,107,1.245405,0.3011193,434
400,8.90255,88,1.032575,0.9545159,437
400,8.90255,95,1.213259,0.3751819,440
400,3.56102,98,1.201765,0.7850235,443
400,8.90255,96,0.9150157,0.906233,446
400,5.34153,94,0.7994161,0.1663855,449
400,7.12204,98,0.9362289,0.09006047,452
400,1.78051,98,0.9189969,0.09230745,455
400,5.34153,116,1.067328,0.8100239,458
400,5.34153,98,0.8251104,0.58231,461
400,3.56102,112,1.02655,0.2877125,464
400,7.12204,118,0.8891703,0.5398605,467
400,8.90255,83,1.143865,0.6980225,374
400,8.90255,111,1.051224,0.8927383,377
400,3.56102,97,0.805847,0.02890682,380
400,5.34153,95,1.302123,0.8273481,383
400,3.56102,90,1.174289,0.4456437,386
400,1.78051,119,1.047946,0.06833529,389
400,3.56102,106,1.151913,0.2393755,392
400,1.78051,101,1.208943,0.5743555,395
400,5.34153,93,0.8235321,0.864777,398
400,3.56102,101,0.8479559,0.1575539,401
400,1.78051,104,1.153489,0.2596797,404
400,7.12204,101,1.196186,0.7141752,407
400,8.90255,118,1.468521,0.933032,410
400,5.34153,99,0.9085127,0.3430033,413
400,7.12204,87,0.7671847,0.240507,320
400,1.78051,100,1.335786,0.7126473,323
400,7.12204,96,0.7710001,0.07552898,326
400,1.78051,86,1.384377,0.2420491,329
400,1.78051,110,1.120784,0.7541952,332
400,5.34153,81,0.7674198,0.6905689,335
400,5.34153,85,0.9489559,0.3312855,338
400,5.34153,81,0.929325,0.2555361,341
400,7.12204,87,1.034121,0.3908569,344
400,1.78051,80,1.103055,0.1265026,347
400,7.12204,117,1.11769,0.0136869,350
400,7.12204,119,0.9765467,0.7658552,353
400,8.90255,85,1.258178,0.8895369,356
400,5.34153,83,1.338439,0.190887,359
400,8.90255,101,1.113014,0.5359029,362
400,3.56102,103,1.422024,0.4695646,365
400,7.12204,103,1.225691,0.6614373,368
400,1.78051,97,0.7613523,0.2995898,371
