Day,MoveSpeed,MaxEnergy,Size,SensorProbability,EntityID
100,6.88615,87,0.971448,0.787358,417
100,4.13169,80,1.33139,0.5511073,420
100,5.50892,96,1.221844,0.2034531,423
100,6.88615,85,0.8082691,0.3192226,426
100,2.75446,83,1.104631,0.3905204,429
100,1.37723,96,1.257447,0.11771,432
100,5.50892,111,0.8231958,0.6058306,435
100,1.37723,103,0.8592387,0.4905785,438
100,1.37723,83,1.140161,0.8217515,441
100,4.13169,105,0.7461725,0.4211306,444
100,5.50892,103,0.8790904,0.177364,447
100,1.37723,118,1.260032,0.2642528,450
100,2.75446,102,1.266385,0.2872909,453
100,2.75446,95,1.383699,0.9416337,456
100,6.88615,110,1.24314,0.8393967,459
100,2.75446,102,1.202618,0.2300637,462
100,5.50892,89,1.120179,0.2489132,465
100,4.13169,113,0.99736,0.07115924,468
100,1.37723,96,1.162721,0.5931044,375
100,5.50892,113,0.8858452,0.988216,378
100,4.13169,94,1.028633,0.04338324,381
100,2.75446,117,1.012958,0.51222,384
100,5.50892,90,1.020543,0.4777362,387
100,2.75446,91,0.9664822,0.509417,390
100,1.37723,91,0.9492866,0.250765,393
100,5.50892,87,0.8714855,0.9520311,396
100,4.13169,89,0.9889936,0.08735406,399
100,2.75446,89,1.285069,0.8424838,402
100,4.13169,94,0.7042716,0.8357209,405
100,5.50892,86,0.9625636,0.6307746,408
100,6.88615,95,1.108834,0.4141684,411
100,2.75446,100,0.8697342,0.3356531,414
100,1.37723,91,0.9415709,0.4646799,321
100,5.50892,110,1.166613,0.1573734,324
100,1.37723,88,0.9816293,0.4889593,327
100,2.75446,99,1.007292,0.7564973,330
100,4.13169,115,0.843683,0.2627805,333
100,6.88615,91,0.7743618,0.2187932,336
100,2.75446,88,1.046352,0.3280128,339
100,4.13169,102,0.770055,0.3726891,342
100,6.88615,110,1.277822,0.954017,345
100,6.88615,98,1.094138,0.2887571,348
100,5.50892,111,1.299341,0.1068437,351
100,1.37723,88,1.31179,0.8228939,354
100,2.75446,109,1.005788,0.8011113,357
100,2.75446,109,0.8202333,0.8491292,360
100,4.13169,83,0.8855192,0.9363774,363
100,5.50892,104,1.070348,0.08036804,366
100,6.88615,92,1.198625,0.3880767,369
100,6.88615,90,1.08513,0.2417972,372
200,8.9204,87,1.051417,0.787358,417
200,5.35224,80,1.440989,0.5511073,420
200,7.13632,96,1.322425,0.2034531,423
200,8.9204,85,0.8748053,0.3192226,426
200,3.56816,83,1.195564,0.3905204,429
200,1.78408,96,1.360959,0.11771,432
200,7.13632,111,0.8909608,0.6058306,435
200,1.78408,103,0.9299707,0.4905785,438
200,1.78408,83,1.234018,0.8217515,441
200,5.35224,105,0.807597,0.4211306,444
200,7.13632,103,0.9514566,0.177364,447
200,1.78408,118,1.363757,0.2642528,450
200,3.56816,102,1.370633,0.2872909,453
200,3.56816,95,1.497605,0.9416337,456
200,8.9204,110,1.345475,0.8393967,459
200,3.56816,102,1.301617,0.2300637,462
200,7.13632,89,1.212391,0.2489132,465
200,5.35224,113,1.079462,0.07115924,468
200,1.78408,96,1.258435,0.5931044,375
200,7.13632,113,0.9587674,0.988216,378
200,5.35224,94,1.113309,0.04338324,381
200,3.56816,117,1.096344,0.51222,384
200,7.13632,90,1.104554,0.4777362,387
200,3.56816,91,1.046042,0.509417,390
200,1.78408,91,1.027431,0.250765,393
200,7.13632,87,0.9432256,0.9520311,396
200,5.35224,89,1.070407,0.08735406,399
200,3.56816,89,1.390855,0.8424838,402
200,5.35224,94,0.7622468,0.8357209,405
200,7.13632,86,1.041801,0.6307746,408
200,8.9204,95,1.200113,0.4141684,411
200,3.56816,100,0.9413302,0.3356531,414
200,1.78408,91,1.01908,0.4646799,321
200,7.13632,110,1.262648,0.1573734,324
200,1.78408,88,1.062436,0.4889593,327
200,3.56816,99,1.090212,0.7564973,330
200,5.35224,115,0.9131345,0.2627805,333
200,8.9204,91,0.8381069,0.2187932,336
200,3.56816,88,1.132487,0.3280128,339
200,5.35224,102,0.8334454,0.3726891,342
200,8.9204,110,1.383012,0.954017,345
200,8.9204,98,1.184206,0.2887571,348
200,7.13632,111,1.406302,0.1068437,351
200,1.78408,88,1.419775,0.8228939,354
200,3.56816,109,1.088584,0.8011113,357
200,3.56816,109,0.8877544,0.8491292,360
200,5.35224,83,0.9584146,0.9363774,363
200,7.13632,104,1.158458,0.08036804,366
200,8.9204,92,1.297295,0.3880767,369
200,8.9204,90,1.174457,0.2417972,372
300,8.9204,87,1.051417,0.787358,417
300,5.35224,80,1.440989,0.5511073,420
300,7.13632,96,1.322425,0.2034531,423
300,8.9204,85,0.8748053,0.3192226,426
300,3.56816,83,1.195564,0.3905204,429
300,1.78408,96,1.360959,0.11771,432
300,7.13632,111,0.8909608,0.6058306,435
300,1.78408,103,0.9299707,0.4905785,438
300,1.78408,83,1.234018,0.8217515,441
300,5.35224,105,0.807597,0.4211306,444
300,7.13632,103,0.9514566,0.177364,447
300,1.78408,118,1.363757,0.2642528,450
300,3.56816,102,1.370633,0.2872909,453
300,3.56816,95,1.497605,0.9416337,456
300,8.9204,110,1.345475,0.8393967,459
300,3.56816,102,1.301617,0.2300637,462
300,7.13632,89,1.212391,0.2489132,465
300,5.35224,113,1.079462,0.07115924,468
